1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
2A61100000000000,2,外用,A,貼付,6,生活リズム型,１日１回就寝時　貼付,2105,20220725,99999999,0,0,0,0,0,3,１ニチ１カイシュウシンジ　チョウフ,900
2A62000990000000,2,外用,A,貼付,6,生活リズム型,１日２回起床時と朝　貼付,,20230123,99999999,0,0,0,0,0,3,１ニチ２カイキショウジトアサ　チョウフ,900
2A62009090000000,2,外用,A,貼付,6,生活リズム型,１日２回起床時と昼　貼付,,20230123,99999999,0,0,0,0,0,3,１ニチ２カイキショウジトヒル　チョウフ,900
2A62090090000000,2,外用,A,貼付,6,生活リズム型,１日２回起床時と夕　貼付,,20230123,99999999,0,0,0,0,0,3,１ニチ２カイキショウジトユウ　チョウフ,900
2A62100090000000,2,外用,A,貼付,6,生活リズム型,１日２回起床時と就寝前　貼付,,20230123,99999999,0,0,0,0,0,3,１ニチ２カイキショウジトシュウシンマエ　チョウフ,900
2A62009900000000,2,外用,A,貼付,6,生活リズム型,１日２回朝昼　貼付,,20230123,99999999,0,0,0,0,0,3,１ニチ２カイアサヒル　チョウフ,900
2A62090900000000,2,外用,A,貼付,6,生活リズム型,１日２回朝夕　貼付,2106,20220725,99999999,0,0,0,0,0,3,１ニチ２カイアサユウ　チョウフ,900
2A620A0A00000000,2,外用,A,貼付,6,生活リズム型,１日２回午前と午後　貼付,2108,20220725,99999999,0,0,0,0,0,3,１ニチ２カイゴゼントゴゴ　チョウフ,900
2A62100900000000,2,外用,A,貼付,6,生活リズム型,１日２回朝と就寝前　貼付,2107,20220725,99999999,0,0,0,0,0,3,１ニチ２カイアサトシュウシンマエ　チョウフ,900
2A62099000000000,2,外用,A,貼付,6,生活リズム型,１日２回昼夕　貼付,,20230123,99999999,0,0,0,0,0,3,１ニチ２カイヒルユウ　チョウフ,900
2A62109000000000,2,外用,A,貼付,6,生活リズム型,１日２回昼と就寝前　貼付,,20230123,99999999,0,0,0,0,0,3,１ニチ２カイヒルトシュウシンマエ　チョウフ,900
2A62190000000000,2,外用,A,貼付,6,生活リズム型,１日２回夕と就寝前　貼付,,20230123,99999999,0,0,0,0,0,3,１ニチ２カイユウトシュウシンマエ　チョウフ,900
2A63009990000000,2,外用,A,貼付,6,生活リズム型,１日３回起床時と朝昼　貼付,,20230123,99999999,0,0,0,0,0,3,１ニチ３カイキショウジトアサヒル　チョウフ,900
2A63090990000000,2,外用,A,貼付,6,生活リズム型,１日３回起床時と朝夕　貼付,,20230123,99999999,0,0,0,0,0,3,１ニチ３カイキショウジトアサユウ　チョウフ,900
2A63099090000000,2,外用,A,貼付,6,生活リズム型,１日３回起床時と昼夕　貼付,,20230123,99999999,0,0,0,0,0,3,１ニチ３カイキショウジトヒルユウ　チョウフ,900
2A63100990000000,2,外用,A,貼付,6,生活リズム型,１日３回起床時と朝と就寝前　貼付,,20230123,99999999,0,0,0,0,0,3,１ニチ３カイキショウジトアサトシュウシンマエ　チョウフ,900
2A63109090000000,2,外用,A,貼付,6,生活リズム型,１日３回起床時と昼と就寝前　貼付,,20230123,99999999,0,0,0,0,0,3,１ニチ３カイキショウジトヒルトシュウシンマエ　チョウフ,900
2A63190090000000,2,外用,A,貼付,6,生活リズム型,１日３回起床時と夕と就寝前　貼付,,20230123,99999999,0,0,0,0,0,3,１ニチ３カイキショウジトユウトシュウシンマエ　チョウフ,900
2A63099900000000,2,外用,A,貼付,6,生活リズム型,１日３回朝昼夕　貼付,2109,20220725,99999999,0,0,0,0,0,3,１ニチ３カイアサヒルユウ　チョウフ,900
2A63109900000000,2,外用,A,貼付,6,生活リズム型,１日３回朝昼と就寝前　貼付,,20230123,99999999,0,0,0,0,0,3,１ニチ３カイアサヒルトシュウシンマエ　チョウフ,900
2A63190900000000,2,外用,A,貼付,6,生活リズム型,１日３回朝夕と就寝前　貼付,,20230123,99999999,0,0,0,0,0,3,１ニチ３カイアサユウトシュウシンマエ　チョウフ,900
2A63199000000000,2,外用,A,貼付,6,生活リズム型,１日３回昼夕と就寝前　貼付,,20230123,99999999,0,0,0,0,0,3,１ニチ３カイヒルユウトシュウシンマエ　チョウフ,900
2A64099990000000,2,外用,A,貼付,6,生活リズム型,１日４回起床時と朝昼夕　貼付,,20230123,99999999,0,0,0,0,0,3,１ニチ４カイキショウジトアサヒルユウ　チョウフ,900
2A64199900000000,2,外用,A,貼付,6,生活リズム型,１日４回朝昼夕と就寝前　貼付,2110,20220725,99999999,0,0,0,0,0,3,１ニチ４カイアサヒルユウトシュウシンマエ　チョウフ,900
2A65199990000000,2,外用,A,貼付,6,生活リズム型,１日５回起床時と朝昼夕と就寝前　貼付,,20230123,99999999,0,0,0,0,0,3,１ニチ５カイキショウジトアサヒルユウトシュウシンマエ　チョウフ,900
2A6X000000000000,2,外用,A,貼付,6,生活リズム型,１日○回決まった時間帯に貼付,,20220725,99999999,1,0,1,0,0,3,１ニチマルカイキマッタジカンタイニチョウフ,900
2A71000000000000,2,外用,A,貼付,7,回数のみ指定型,１日１回　貼付,2201,20220725,99999999,0,0,0,0,0,3,１ニチ１カイ　チョウフ,900
2A72000000000000,2,外用,A,貼付,7,回数のみ指定型,１日２回　貼付,2202,20220725,99999999,0,0,0,0,0,3,１ニチ２カイ　チョウフ,900
2A73000000000000,2,外用,A,貼付,7,回数のみ指定型,１日３回　貼付,2203,20220725,99999999,0,0,0,0,0,3,１ニチ３カイ　チョウフ,900
2A74000000000000,2,外用,A,貼付,7,回数のみ指定型,１日４回　貼付,2204,20220725,99999999,0,0,0,0,0,3,１ニチ４カイ　チョウフ,900
2A75000000000000,2,外用,A,貼付,7,回数のみ指定型,１日５回　貼付,,20230123,99999999,0,0,0,0,0,3,１ニチ５カイ　チョウフ,900
2A76000000000000,2,外用,A,貼付,7,回数のみ指定型,１日６回　貼付,2205,20220725,99999999,0,0,0,0,0,3,１ニチ６カイ　チョウフ,900
2A77000000000000,2,外用,A,貼付,7,回数のみ指定型,１日７回　貼付,,20230123,99999999,0,0,0,0,0,3,１ニチ７カイ　チョウフ,900
2A78000000000000,2,外用,A,貼付,7,回数のみ指定型,１日８回　貼付,,20230123,99999999,0,0,0,0,0,3,１ニチ８カイ　チョウフ,900
2A79000000000000,2,外用,A,貼付,7,回数のみ指定型,１日９回　貼付,,20230123,99999999,0,0,0,0,0,3,１ニチ９カイ　チョウフ,900
2A7A000000000000,2,外用,A,貼付,7,回数のみ指定型,１日１０回　貼付,,20230123,99999999,0,0,0,0,0,3,１ニチ１０カイ　チョウフ,900
2A7N000000000000,2,外用,A,貼付,7,回数のみ指定型,１日数回　貼付,,20230123,99999999,0,0,0,0,0,3,１ニチスウカイ　チョウフ,900
2A73A00000000000,2,外用,A,貼付,7,回数のみ指定型,１日３回程度　貼付,2206,20220725,99999999,0,0,0,0,0,3,１ニチ３カイテイド　チョウフ,900
2A74A00000000000,2,外用,A,貼付,7,回数のみ指定型,１日４回程度　貼付,2207,20220725,99999999,0,0,0,0,0,3,１ニチ４カイテイド　チョウフ,900
2A75A00000000000,2,外用,A,貼付,7,回数のみ指定型,１日５回程度　貼付,,20230123,99999999,0,0,0,0,0,3,１ニチ５カイテイド　チョウフ,900
2A76A00000000000,2,外用,A,貼付,7,回数のみ指定型,１日６回程度　貼付,2208,20220725,99999999,0,0,0,0,0,3,１ニチ６カイテイド　チョウフ,900
2A77A00000000000,2,外用,A,貼付,7,回数のみ指定型,１日７回程度　貼付,,20230123,99999999,0,0,0,0,0,3,１ニチ７カイテイド　チョウフ,900
2A78A00000000000,2,外用,A,貼付,7,回数のみ指定型,１日８回程度　貼付,,20230123,99999999,0,0,0,0,0,3,１ニチ８カイテイド　チョウフ,900
2A79A00000000000,2,外用,A,貼付,7,回数のみ指定型,１日９回程度　貼付,,20230123,99999999,0,0,0,0,0,3,１ニチ９カイテイド　チョウフ,900
2A71200000000000,2,外用,A,貼付,7,回数のみ指定型,１日１～２回　貼付,2209,20220725,99999999,0,0,0,0,0,3,１ニチ１～２カイ　チョウフ,900
2A71N00000000000,2,外用,A,貼付,7,回数のみ指定型,１日１～数回　貼付,2210,20220725,99999999,0,0,0,0,0,3,１ニチ１～スウカイ　チョウフ,900
2A72300000000000,2,外用,A,貼付,7,回数のみ指定型,１日２～３回　貼付,2211,20220725,99999999,0,0,0,0,0,3,１ニチ２～３カイ　チョウフ,900
2A73400000000000,2,外用,A,貼付,7,回数のみ指定型,１日３～４回　貼付,2212,20220725,99999999,0,0,0,0,0,3,１ニチ３～４カイ　チョウフ,900
2A74500000000000,2,外用,A,貼付,7,回数のみ指定型,１日４～５回　貼付,2213,20220725,99999999,0,0,0,0,0,3,１ニチ４～５カイ　チョウフ,900
2A7X000000000000,2,外用,A,貼付,7,回数のみ指定型,１日○回　貼付,,20220725,99999999,1,0,0,0,0,3,１ニチマルカイ　チョウフ,900
2A82300000000000,2,外用,A,貼付,8,時間間隔指定型,２～３時間毎　貼付,2301,20220725,99999999,0,0,0,0,0,3,２～３ジカンゴト　チョウフ,900
2A84600000000000,2,外用,A,貼付,8,時間間隔指定型,４～６時間毎　貼付,2302,20220725,99999999,0,0,0,0,0,3,４～６ジカンゴト　チョウフ,900
2A8X000000000000,2,外用,A,貼付,8,時間間隔指定型,○～○時間毎に貼付,,20220725,99999999,1,0,0,0,1,3,マル～マルジカンゴトニチョウフ,900
2B50110000000000,2,外用,B,塗布,5,頓用指示型,疼痛時　塗布,2401,20220725,99999999,0,0,0,0,0,3,トウツウジ　トフ,900
2B50120000000000,2,外用,B,塗布,5,頓用指示型,頭痛時　塗布,2402,20220725,99999999,0,0,0,0,0,3,ズツウジ　トフ,900
2B50130000000000,2,外用,B,塗布,5,頓用指示型,歯痛時　塗布,2403,20220725,99999999,0,0,0,0,0,3,シツウジ　トフ,900
2B50140000000000,2,外用,B,塗布,5,頓用指示型,胸痛時　塗布,2404,20220725,99999999,0,0,0,0,0,3,キョウツウジ　トフ,900
2B50150000000000,2,外用,B,塗布,5,頓用指示型,腹痛時　塗布,2405,20220725,99999999,0,0,0,0,0,3,フクツウジ　トフ,900
2B50160000000000,2,外用,B,塗布,5,頓用指示型,腰痛時　塗布,2406,20220725,99999999,0,0,0,0,0,3,ヨウツウジ　トフ,900
2B50170000000000,2,外用,B,塗布,5,頓用指示型,関節痛時　塗布,2407,20220725,99999999,0,0,0,0,0,3,カンセツツウジ　トフ,900
2B50210000000000,2,外用,B,塗布,5,頓用指示型,喘鳴時　塗布,2408,20220725,99999999,0,0,0,0,0,3,ゼンメイジ　トフ,900
2B50220000000000,2,外用,B,塗布,5,頓用指示型,喘息発作時　塗布,2409,20220725,99999999,0,0,0,0,0,3,ゼンソクホッサジ　トフ,900
2B50230000000000,2,外用,B,塗布,5,頓用指示型,喉がゴロゴロする時　塗布,2410,20220725,99999999,0,0,0,0,0,3,ノドガゴロゴロスルトキ　トフ,900
2B50240000000000,2,外用,B,塗布,5,頓用指示型,しゃっくり時　塗布,2411,20220725,99999999,0,0,0,0,0,3,シャックリジ　トフ,900
2B50250000000000,2,外用,B,塗布,5,頓用指示型,咳込時　塗布,2412,20220725,99999999,0,0,0,0,0,3,セキコミジ　トフ,900
2B50310000000000,2,外用,B,塗布,5,頓用指示型,血圧上昇時　塗布,,20220920,99999999,0,0,0,0,0,3,ケツアツジョウショウジ　トフ,900
2B50312000000000,2,外用,B,塗布,5,頓用指示型,血圧上昇時　塗布　必ず使用,,20220725,99999999,0,0,0,0,0,3,ケツアツジョウショウジ　トフ　カナラズシヨウ,900
2B50317000000000,2,外用,B,塗布,5,頓用指示型,血圧上昇時（以下の条件の場合）　塗布,2413,20220725,99999999,0,1,0,0,0,3,ケツアツジョウショウジ（イカノジョウケンノバアイ）　トフ,900
2B50320000000000,2,外用,B,塗布,5,頓用指示型,血糖上昇時　塗布,,20220920,99999999,0,0,0,0,0,3,ケットウジョウショウジ　トフ,900
2B50322000000000,2,外用,B,塗布,5,頓用指示型,血糖上昇時　塗布　必ず使用,,20220725,99999999,0,0,0,0,0,3,ケットウジョウショウジ　トフ　カナラズシヨウ,900
2B50327000000000,2,外用,B,塗布,5,頓用指示型,血糖上昇時（以下の条件の場合）　塗布,2414,20220725,99999999,0,1,0,0,0,3,ケットウジョウショウジ（イカノジョウケンノバアイ）　トフ,900
2B50410000000000,2,外用,B,塗布,5,頓用指示型,便秘時　塗布,2415,20220725,99999999,0,0,0,0,0,3,ベンピジ　トフ,900
2B50420000000000,2,外用,B,塗布,5,頓用指示型,お腹がゴロゴロする時　塗布,2416,20220725,99999999,0,0,0,0,0,3,オナカガゴロゴロスルトキ　トフ,900
2B50430000000000,2,外用,B,塗布,5,頓用指示型,下痢時　塗布,2417,20220725,99999999,0,0,0,0,0,3,ゲリジ　トフ,900
2B50440000000000,2,外用,B,塗布,5,頓用指示型,排便時　塗布,2418,20220725,99999999,0,0,0,0,0,3,ハイベンジ　トフ,900
2B50450000000000,2,外用,B,塗布,5,頓用指示型,嘔吐時　塗布,2419,20220725,99999999,0,0,0,0,0,3,オウトジ　トフ,900
2B50460000000000,2,外用,B,塗布,5,頓用指示型,口腔乾燥時　塗布,2420,20220725,99999999,0,0,0,0,0,3,コウクウカンソウジ　トフ,900
2B50470000000000,2,外用,B,塗布,5,頓用指示型,吐き気時　塗布,2421,20220725,99999999,0,0,0,0,0,3,ハキケジ　トフ,900
2B50480000000000,2,外用,B,塗布,5,頓用指示型,空腹時　塗布,2422,20220725,99999999,0,0,0,0,0,3,クウフクジ　トフ,900
2B50490000000000,2,外用,B,塗布,5,頓用指示型,出血時　塗布,2423,20220725,99999999,0,0,0,0,0,3,シュッケツジ　トフ,900
2B50510000000000,2,外用,B,塗布,5,頓用指示型,乏尿時　塗布,,20220920,99999999,0,0,0,0,0,3,ボウニョウジ　トフ,900
2B50512000000000,2,外用,B,塗布,5,頓用指示型,乏尿時　塗布　必ず使用,,20220725,99999999,0,0,0,0,0,3,ボウニョウジ　トフ　カナラズシヨウ,900
2B50515000000000,2,外用,B,塗布,5,頓用指示型,乏尿時（以下の条件の場合）　塗布,2424,20220725,99999999,0,1,0,0,0,3,ボウニョウジ（イカノジョウケンノバアイ）　トフ,900
2B50520000000000,2,外用,B,塗布,5,頓用指示型,多尿時　塗布,2425,20220725,99999999,0,0,0,0,0,3,タニョウジ　トフ,900
2B50530000000000,2,外用,B,塗布,5,頓用指示型,むくみ時　塗布,2426,20220725,99999999,0,0,0,0,0,3,ムクミジ　トフ,900
2B50610000000000,2,外用,B,塗布,5,頓用指示型,不眠時　塗布,2427,20220725,99999999,0,0,0,0,0,3,フミンジ　トフ,900
2B50620000000000,2,外用,B,塗布,5,頓用指示型,不安時　塗布,2428,20220725,99999999,0,0,0,0,0,3,フアンジ　トフ,900
2B50630000000000,2,外用,B,塗布,5,頓用指示型,不穏時　塗布,2429,20220725,99999999,0,0,0,0,0,3,フオンジ　トフ,900
2B50640000000000,2,外用,B,塗布,5,頓用指示型,いらいら時　塗布,2430,20220725,99999999,0,0,0,0,0,3,イライラジ　トフ,900
2B50650000000000,2,外用,B,塗布,5,頓用指示型,けいれん時　塗布,2431,20220725,99999999,0,0,0,0,0,3,ケイレンジ　トフ,900
2B50660000000000,2,外用,B,塗布,5,頓用指示型,めまい時　塗布,2432,20220725,99999999,0,0,0,0,0,3,メマイジ　トフ,900
2B50670000000000,2,外用,B,塗布,5,頓用指示型,疲労時　塗布,2433,20220725,99999999,0,0,0,0,0,3,ヒロウジ　トフ,900
2B50710000000000,2,外用,B,塗布,5,頓用指示型,発熱時　塗布,,20220920,99999999,0,0,0,0,0,3,ハツネツジ　トフ,900
2B50712000000000,2,外用,B,塗布,5,頓用指示型,発熱時　塗布　必ず使用,,20220725,99999999,0,0,0,0,0,3,ハツネツジ　トフ　カナラズシヨウ,900
2B50717000000000,2,外用,B,塗布,5,頓用指示型,発熱時（以下の条件の場合）　塗布,2434,20220725,99999999,0,1,0,0,0,3,ハツネツジ（イカノジョウケンノバアイ）　トフ,900
2B50720000000000,2,外用,B,塗布,5,頓用指示型,悪寒時　塗布,2435,20220725,99999999,0,0,0,0,0,3,オカンジ　トフ,900
2B50810000000000,2,外用,B,塗布,5,頓用指示型,かゆい時　塗布,2436,20220725,99999999,0,0,0,0,0,3,カユイトキ　トフ,900
2B50820000000000,2,外用,B,塗布,5,頓用指示型,発疹時　塗布,2437,20220725,99999999,0,0,0,0,0,3,ホッシンジ　トフ,900
2B50910000000000,2,外用,B,塗布,5,頓用指示型,発作時　塗布,2438,20220725,99999999,0,0,0,0,0,3,ホッサジ　トフ,900
2B50920000000000,2,外用,B,塗布,5,頓用指示型,症状ある時　塗布,2439,20220725,99999999,0,0,0,0,0,3,ショウジョウアルトキ　トフ,900
2B50A12000000000,2,外用,B,塗布,5,頓用指示型,検査前　塗布,,20230123,99999999,0,0,0,0,0,0,ケンサマエ　トフ,900
2B50A22000000000,2,外用,B,塗布,5,頓用指示型,検査時　塗布,,20230123,99999999,0,0,0,0,0,0,ケンサジ　トフ,900
2B50A32000000000,2,外用,B,塗布,5,頓用指示型,検査後　塗布,,20230123,99999999,0,0,0,0,0,0,ケンサゴ　トフ,900
2B50B10000000000,2,外用,B,塗布,5,頓用指示型,起床時　塗布,2448,20220725,99999999,0,0,0,0,0,3,キショウジ　トフ,900
2B50B20000000000,2,外用,B,塗布,5,頓用指示型,入浴前　塗布,2449,20220725,99999999,0,0,0,0,0,3,ニュウヨクマエ　トフ,900
2B50B30000000000,2,外用,B,塗布,5,頓用指示型,食事前　塗布,2450,20220725,99999999,0,0,0,0,0,3,ショクジマエ　トフ,900
2B50B40000000000,2,外用,B,塗布,5,頓用指示型,食事後　塗布,2451,20220725,99999999,0,0,0,0,0,3,ショクジゴ　トフ,900
2B50B50000000000,2,外用,B,塗布,5,頓用指示型,就寝前　塗布,2452,20220725,99999999,0,0,0,0,0,3,シュウシンマエ　トフ,900
2B50B60000000000,2,外用,B,塗布,5,頓用指示型,外出時　塗布,2453,20220725,99999999,0,0,0,0,0,3,ガイシュツジ　トフ,900
2B50B70000000000,2,外用,B,塗布,5,頓用指示型,哺乳時　塗布,2454,20220725,99999999,0,0,0,0,0,3,ホニュウジ　トフ,900
2B50W10000000000,2,外用,B,塗布,5,頓用指示型,必要時　塗布,2455,20220725,99999999,0,0,0,0,0,3,ヒツヨウジ　トフ,900
2B50W20000000000,2,外用,B,塗布,5,頓用指示型,適宜　塗布,2456,20220725,99999999,0,0,0,0,0,3,テキギ　トフ,900
2B5X000000000000,2,外用,B,塗布,5,頓用指示型,体の状態に応じて塗布,,20220725,99999999,1,1,0,0,0,3,カラダノジョウタイニオウジテトフ,900
2B61000090000000,2,外用,B,塗布,6,生活リズム型,１日１回起床時　塗布,2101,20220725,99999999,0,0,0,0,0,3,１ニチ１カイキショウジ　トフ,900
2B61000900000000,2,外用,B,塗布,6,生活リズム型,１日１回朝　塗布,2102,20220725,99999999,0,0,0,0,0,3,１ニチ１カイアサ　トフ,900
2B61000A00000000,2,外用,B,塗布,6,生活リズム型,１日１回午前　塗布,,20230123,99999999,0,0,0,0,0,3,１ニチ１カイゴゼン　トフ,900
2B61009000000000,2,外用,B,塗布,6,生活リズム型,１日１回昼　塗布,2103,20220725,99999999,0,0,0,0,0,3,１ニチ１カイヒル　トフ,900
2B61090000000000,2,外用,B,塗布,6,生活リズム型,１日１回夕　塗布,2104,20220725,99999999,0,0,0,0,0,3,１ニチ１カイユウ　トフ,900
2B610A0000000000,2,外用,B,塗布,6,生活リズム型,１日１回午後　塗布,,20230123,99999999,0,0,0,0,0,3,１ニチ１カイゴゴ　トフ,900
2B61100000000000,2,外用,B,塗布,6,生活リズム型,１日１回就寝時　塗布,2105,20220725,99999999,0,0,0,0,0,3,１ニチ１カイシュウシンジ　トフ,900
2B62000990000000,2,外用,B,塗布,6,生活リズム型,１日２回起床時と朝　塗布,,20230123,99999999,0,0,0,0,0,3,１ニチ２カイキショウジトアサ　トフ,900
2B62009090000000,2,外用,B,塗布,6,生活リズム型,１日２回起床時と昼　塗布,,20230123,99999999,0,0,0,0,0,3,１ニチ２カイキショウジトヒル　トフ,900
2B62090090000000,2,外用,B,塗布,6,生活リズム型,１日２回起床時と夕　塗布,,20230123,99999999,0,0,0,0,0,3,１ニチ２カイキショウジトユウ　トフ,900
2B62100090000000,2,外用,B,塗布,6,生活リズム型,１日２回起床時と就寝前　塗布,,20230123,99999999,0,0,0,0,0,3,１ニチ２カイキショウジトシュウシンマエ　トフ,900
2B62009900000000,2,外用,B,塗布,6,生活リズム型,１日２回朝昼　塗布,,20230123,99999999,0,0,0,0,0,3,１ニチ２カイアサヒル　トフ,900
2B62090900000000,2,外用,B,塗布,6,生活リズム型,１日２回朝夕　塗布,2106,20220725,99999999,0,0,0,0,0,3,１ニチ２カイアサユウ　トフ,900
2B620A0A00000000,2,外用,B,塗布,6,生活リズム型,１日２回午前と午後　塗布,2108,20220725,99999999,0,0,0,0,0,3,１ニチ２カイゴゼントゴゴ　トフ,900
2B62100900000000,2,外用,B,塗布,6,生活リズム型,１日２回朝と就寝前　塗布,2107,20220725,99999999,0,0,0,0,0,3,１ニチ２カイアサトシュウシンマエ　トフ,900
2B62099000000000,2,外用,B,塗布,6,生活リズム型,１日２回昼夕　塗布,,20230123,99999999,0,0,0,0,0,3,１ニチ２カイヒルユウ　トフ,900
2B62109000000000,2,外用,B,塗布,6,生活リズム型,１日２回昼と就寝前　塗布,,20230123,99999999,0,0,0,0,0,3,１ニチ２カイヒルトシュウシンマエ　トフ,900
2B62190000000000,2,外用,B,塗布,6,生活リズム型,１日２回夕と就寝前　塗布,,20230123,99999999,0,0,0,0,0,3,１ニチ２カイユウトシュウシンマエ　トフ,900
2B63009990000000,2,外用,B,塗布,6,生活リズム型,１日３回起床時と朝昼　塗布,,20230123,99999999,0,0,0,0,0,3,１ニチ３カイキショウジトアサヒル　トフ,900
2B63090990000000,2,外用,B,塗布,6,生活リズム型,１日３回起床時と朝夕　塗布,,20230123,99999999,0,0,0,0,0,3,１ニチ３カイキショウジトアサユウ　トフ,900
2B63099090000000,2,外用,B,塗布,6,生活リズム型,１日３回起床時と昼夕　塗布,,20230123,99999999,0,0,0,0,0,3,１ニチ３カイキショウジトヒルユウ　トフ,900
2B63100990000000,2,外用,B,塗布,6,生活リズム型,１日３回起床時と朝と就寝前　塗布,,20230123,99999999,0,0,0,0,0,3,１ニチ３カイキショウジトアサトシュウシンマエ　トフ,900
2B63109090000000,2,外用,B,塗布,6,生活リズム型,１日３回起床時と昼と就寝前　塗布,,20230123,99999999,0,0,0,0,0,3,１ニチ３カイキショウジトヒルトシュウシンマエ　トフ,900
2B63190090000000,2,外用,B,塗布,6,生活リズム型,１日３回起床時と夕と就寝前　塗布,,20230123,99999999,0,0,0,0,0,3,１ニチ３カイキショウジトユウトシュウシンマエ　トフ,900
2B63099900000000,2,外用,B,塗布,6,生活リズム型,１日３回朝昼夕　塗布,2109,20220725,99999999,0,0,0,0,0,3,１ニチ３カイアサヒルユウ　トフ,900
2B63109900000000,2,外用,B,塗布,6,生活リズム型,１日３回朝昼と就寝前　塗布,,20230123,99999999,0,0,0,0,0,3,１ニチ３カイアサヒルトシュウシンマエ　トフ,900
2B63190900000000,2,外用,B,塗布,6,生活リズム型,１日３回朝夕と就寝前　塗布,,20230123,99999999,0,0,0,0,0,3,１ニチ３カイアサユウトシュウシンマエ　トフ,900
2B63199000000000,2,外用,B,塗布,6,生活リズム型,１日３回昼夕と就寝前　塗布,,20230123,99999999,0,0,0,0,0,3,１ニチ３カイヒルユウトシュウシンマエ　トフ,900
2B64099990000000,2,外用,B,塗布,6,生活リズム型,１日４回起床時と朝昼夕　塗布,,20230123,99999999,0,0,0,0,0,3,１ニチ４カイキショウジトアサヒルユウ　トフ,900
2B64199900000000,2,外用,B,塗布,6,生活リズム型,１日４回朝昼夕と就寝前　塗布,2110,20220725,99999999,0,0,0,0,0,3,１ニチ４カイアサヒルユウトシュウシンマエ　トフ,900
2B65199990000000,2,外用,B,塗布,6,生活リズム型,１日５回起床時と朝昼夕と就寝前　塗布,,20230123,99999999,0,0,0,0,0,3,１ニチ５カイキショウジトアサヒルユウトシュウシンマエ　トフ,900
2B6X000000000000,2,外用,B,塗布,6,生活リズム型,１日○回決まった時間帯に塗布,,20220725,99999999,1,0,1,0,0,3,１ニチマルカイキマッタジカンタイニトフ,900
2B71000000000000,2,外用,B,塗布,7,回数のみ指定型,１日１回　塗布,2201,20220725,99999999,0,0,0,0,0,3,１ニチ１カイ　トフ,900
2B72000000000000,2,外用,B,塗布,7,回数のみ指定型,１日２回　塗布,2202,20220725,99999999,0,0,0,0,0,3,１ニチ２カイ　トフ,900
2B73000000000000,2,外用,B,塗布,7,回数のみ指定型,１日３回　塗布,2203,20220725,99999999,0,0,0,0,0,3,１ニチ３カイ　トフ,900
2B74000000000000,2,外用,B,塗布,7,回数のみ指定型,１日４回　塗布,2204,20220725,99999999,0,0,0,0,0,3,１ニチ４カイ　トフ,900
2B75000000000000,2,外用,B,塗布,7,回数のみ指定型,１日５回　塗布,,20230123,99999999,0,0,0,0,0,3,１ニチ５カイ　トフ,900
2B76000000000000,2,外用,B,塗布,7,回数のみ指定型,１日６回　塗布,2205,20220725,99999999,0,0,0,0,0,3,１ニチ６カイ　トフ,900
2B77000000000000,2,外用,B,塗布,7,回数のみ指定型,１日７回　塗布,,20230123,99999999,0,0,0,0,0,3,１ニチ７カイ　トフ,900
2B78000000000000,2,外用,B,塗布,7,回数のみ指定型,１日８回　塗布,,20230123,99999999,0,0,0,0,0,3,１ニチ８カイ　トフ,900
2B79000000000000,2,外用,B,塗布,7,回数のみ指定型,１日９回　塗布,,20230123,99999999,0,0,0,0,0,3,１ニチ９カイ　トフ,900
2B7A000000000000,2,外用,B,塗布,7,回数のみ指定型,１日１０回　塗布,,20230123,99999999,0,0,0,0,0,3,１ニチ１０カイ　トフ,900
2B7N000000000000,2,外用,B,塗布,7,回数のみ指定型,１日数回　塗布,,20230123,99999999,0,0,0,0,0,3,１ニチスウカイ　トフ,900
2B73A00000000000,2,外用,B,塗布,7,回数のみ指定型,１日３回程度　塗布,2206,20220725,99999999,0,0,0,0,0,3,１ニチ３カイテイド　トフ,900
2B74A00000000000,2,外用,B,塗布,7,回数のみ指定型,１日４回程度　塗布,2207,20220725,99999999,0,0,0,0,0,3,１ニチ４カイテイド　トフ,900
2B75A00000000000,2,外用,B,塗布,7,回数のみ指定型,１日５回程度　塗布,,20230123,99999999,0,0,0,0,0,3,１ニチ５カイテイド　トフ,900
2B76A00000000000,2,外用,B,塗布,7,回数のみ指定型,１日６回程度　塗布,2208,20220725,99999999,0,0,0,0,0,3,１ニチ６カイテイド　トフ,900
2B77A00000000000,2,外用,B,塗布,7,回数のみ指定型,１日７回程度　塗布,,20230123,99999999,0,0,0,0,0,3,１ニチ７カイテイド　トフ,900
2B78A00000000000,2,外用,B,塗布,7,回数のみ指定型,１日８回程度　塗布,,20230123,99999999,0,0,0,0,0,3,１ニチ８カイテイド　トフ,900
2B79A00000000000,2,外用,B,塗布,7,回数のみ指定型,１日９回程度　塗布,,20230123,99999999,0,0,0,0,0,3,１ニチ９カイテイド　トフ,900
2B71200000000000,2,外用,B,塗布,7,回数のみ指定型,１日１～２回　塗布,2209,20220725,99999999,0,0,0,0,0,3,１ニチ１～２カイ　トフ,900
2B71N00000000000,2,外用,B,塗布,7,回数のみ指定型,１日１～数回　塗布,2210,20220725,99999999,0,0,0,0,0,3,１ニチ１～スウカイ　トフ,900
2B72300000000000,2,外用,B,塗布,7,回数のみ指定型,１日２～３回　塗布,2211,20220725,99999999,0,0,0,0,0,3,１ニチ２～３カイ　トフ,900
